Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note,Country
59,'818,Egypt,260,'01450,Olives,5412,Yield,1988,1988,kg/ha,3312.7,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1989,1989,kg/ha,3343.4,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1990,1990,kg/ha,4636.7,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1991,1991,kg/ha,4553.7,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1992,1992,kg/ha,4187.8,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1993,1993,kg/ha,4166.6,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1994,1994,kg/ha,6475.2,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1995,1995,kg/ha,9421.2,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1996,1996,kg/ha,8877.5,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1997,1997,kg/ha,8333.3,E,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1998,1998,kg/ha,8000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,1999,1999,kg/ha,6574.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2000,2000,kg/ha,6190.4,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2001,2001,kg/ha,6185.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2002,2002,kg/ha,6792.4,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2003,2003,kg/ha,4104.9,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2004,2004,kg/ha,6421.2,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2005,2005,kg/ha,6326.5,E,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2006,2006,kg/ha,10204.1,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2007,2007,kg/ha,10895.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2008,2008,kg/ha,10391.1,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2009,2009,kg/ha,9703.3,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2010,2010,kg/ha,7793.5,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2011,2011,kg/ha,8727.3,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2012,2012,kg/ha,9783.8,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2013,2013,kg/ha,8779.5,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2014,2014,kg/ha,9298.1,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2015,2015,kg/ha,10026.6,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2016,2016,kg/ha,11077.2,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2017,2017,kg/ha,11921.7,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2018,2018,kg/ha,12047.9,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2019,2019,kg/ha,9524.3,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2020,2020,kg/ha,9588.1,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2021,2021,kg/ha,9750.4,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2022,2022,kg/ha,8978.1,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2023,2023,kg/ha,10157.1,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5412,Yield,2024,2024,kg/ha,10784.4,E,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1961,1961,t,8564.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1962,1962,t,11725.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1963,1963,t,7805.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1964,1964,t,10329.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1965,1965,t,10370.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1966,1966,t,6952.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1967,1967,t,11000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1968,1968,t,8000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1969,1969,t,8000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1970,1970,t,7000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1971,1971,t,5875.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1972,1972,t,8000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1973,1973,t,8000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1974,1974,t,8000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1975,1975,t,8000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1976,1976,t,7617.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1977,1977,t,5498.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1978,1978,t,5590.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1979,1979,t,6108.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1980,1980,t,4191.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1981,1981,t,5396.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1982,1982,t,7600.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1983,1983,t,9000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1984,1984,t,8000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1985,1985,t,9000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1986,1986,t,27000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1987,1987,t,29000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1988,1988,t,30609.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1989,1989,t,32297.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1990,1990,t,41962.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1991,1991,t,48725.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1992,1992,t,94991.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1993,1993,t,111687.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1994,1994,t,130287.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1995,1995,t,207982.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1996,1996,t,208133.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1997,1997,t,200000.0,E,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1998,1998,t,200000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,1999,1999,t,287080.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2000,2000,t,281745.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2001,2001,t,293903.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2002,2002,t,336442.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2003,2003,t,204722.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2004,2004,t,315193.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2005,2005,t,310000.0,E,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2006,2006,t,500000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2007,2007,t,507053.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2008,2008,t,480071.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2009,2009,t,449009.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2010,2010,t,390932.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2011,2011,t,459650.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2012,2012,t,563070.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2013,2013,t,541790.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2014,2014,t,565669.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2015,2015,t,698927.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2016,2016,t,874748.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2017,2017,t,1094724.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2018,2018,t,1083771.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2019,2019,t,981000.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2020,2020,t,968400.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2021,2021,t,1056548.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2022,2022,t,1011444.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2023,2023,t,1185196.0,A,,Egypt
59,'818,Egypt,260,'01450,Olives,5510,Production,2024,2024,t,1269795.45,I,,Egypt
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1961,1961,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1962,1962,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1963,1963,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1964,1964,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1965,1965,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1966,1966,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1967,1967,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1968,1968,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1969,1969,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1970,1970,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1971,1971,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1972,1972,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1973,1973,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1974,1974,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1975,1975,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1976,1976,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1977,1977,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1978,1978,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1979,1979,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1980,1980,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1981,1981,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1982,1982,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1983,1983,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1984,1984,ha,,M,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1985,1985,ha,718000.0,E,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1986,1986,ha,721000.0,E,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1987,1987,ha,726000.0,E,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1988,1988,ha,678000.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1989,1989,ha,684000.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1990,1990,ha,691000.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1991,1991,ha,705000.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1992,1992,ha,713000.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1993,1993,ha,718514.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1994,1994,ha,725718.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1995,1995,ha,729344.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1996,1996,ha,741568.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1997,1997,ha,749090.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1998,1998,ha,758138.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,1999,1999,ha,771980.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2000,2000,ha,780357.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2001,2001,ha,787500.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2002,2002,ha,793449.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2003,2003,ha,790840.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2004,2004,ha,794160.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2005,2005,ha,797321.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2006,2006,ha,796972.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2007,2007,ha,795724.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2008,2008,ha,797906.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2009,2009,ha,801533.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2010,2010,ha,806451.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2011,2011,ha,807567.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2012,2012,ha,807696.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2013,2013,ha,796674.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2014,2014,ha,818285.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2015,2015,ha,821206.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2016,2016,ha,797820.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2017,2017,ha,792643.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2018,2018,ha,963120.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2019,2019,ha,903080.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2020,2020,ha,906020.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2021,2021,ha,826390.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2022,2022,ha,846660.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2023,2023,ha,840620.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5312,Area harvested,2024,2024,ha,848400.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1985,1985,kg/ha,2656.0,E,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1986,1986,kg/ha,1854.0,E,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1987,1987,kg/ha,1890.2,E,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1988,1988,kg/ha,2364.9,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1989,1989,kg/ha,2407.5,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1990,1990,kg/ha,1452.6,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1991,1991,kg/ha,2880.9,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1992,1992,kg/ha,2590.5,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1993,1993,kg/ha,2339.6,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1994,1994,kg/ha,2758.3,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1995,1995,kg/ha,2963.9,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1996,1996,kg/ha,2874.6,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1997,1997,kg/ha,2786.3,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1998,1998,kg/ha,3202.1,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,1999,1999,kg/ha,3128.4,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2000,2000,kg/ha,3206.1,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2001,2001,kg/ha,2984.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2002,2002,kg/ha,3608.2,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2003,2003,kg/ha,2785.5,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2004,2004,kg/ha,2775.3,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2005,2005,kg/ha,3297.2,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2006,2006,kg/ha,3043.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2007,2007,kg/ha,2906.8,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2008,2008,kg/ha,2872.5,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2009,2009,kg/ha,2995.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2010,2010,kg/ha,3173.9,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2011,2011,kg/ha,3084.6,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2012,2012,kg/ha,3422.1,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2013,2013,kg/ha,2199.2,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2014,2014,kg/ha,3168.1,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2015,2015,kg/ha,3541.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2016,2016,kg/ha,3453.7,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2017,2017,kg/ha,3580.1,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2018,2018,kg/ha,2870.5,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2019,2019,kg/ha,3587.8,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2020,2020,kg/ha,3367.9,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2021,2021,kg/ha,3684.8,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2022,2022,kg/ha,3790.1,A,,Greece
84,'300,Greece,260,'01450,Olives,5412,Yield,2023,2023,kg/ha,2972.7,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1961,1961,t,1502500.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1962,1962,t,469700.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1963,1963,t,1254000.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1964,1964,t,711900.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1965,1965,t,969640.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1966,1966,t,983080.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1967,1967,t,1088490.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1968,1968,t,830920.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1969,1969,t,718900.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1970,1970,t,992170.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1971,1971,t,915450.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1972,1972,t,1235320.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1973,1973,t,1078660.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1974,1974,t,1234960.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1975,1975,t,1364880.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1976,1976,t,1099240.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1977,1977,t,1304120.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1978,1978,t,1283250.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1979,1979,t,1182380.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1980,1980,t,1746370.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1981,1981,t,1466990.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1982,1982,t,1783230.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1983,1983,t,1430530.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1984,1984,t,1306623.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1985,1985,t,1907000.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1986,1986,t,1336761.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1987,1987,t,1372315.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1988,1988,t,1603430.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1989,1989,t,1646725.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1990,1990,t,1003724.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1991,1991,t,2031000.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1992,1992,t,1847000.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1993,1993,t,1681065.92,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1994,1994,t,2001782.49,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1995,1995,t,2161730.87,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1996,1996,t,2131711.22,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1997,1997,t,2087160.79,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1998,1998,t,2427612.57,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,1999,1999,t,2415049.29,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2000,2000,t,2501916.4,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2001,2001,t,2349933.77,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2002,2002,t,2862958.42,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2003,2003,t,2202856.49,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2004,2004,t,2204020.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2005,2005,t,2628910.54,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2006,2006,t,2425149.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2007,2007,t,2313016.63,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2008,2008,t,2291979.69,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2009,2009,t,2400580.2,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2010,2010,t,2559567.11,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2011,2011,t,2491025.8,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2012,2012,t,2764017.32,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2013,2013,t,1752074.83,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2014,2014,t,2592375.17,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2015,2015,t,2907865.78,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2016,2016,t,2755431.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2017,2017,t,2837778.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2018,2018,t,2764628.38,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2019,2019,t,3240063.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2020,2020,t,3051400.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2021,2021,t,3045100.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2022,2022,t,3208908.0,A,,Greece
84,'300,Greece,260,'01450,Olives,5510,Production,2023,2023,t,2498942.0,A,,Greece
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1961,1961,ha,1228800.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1962,1962,ha,1248300.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1963,1963,ha,1225300.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1964,1964,ha,1234200.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1965,1965,ha,1242700.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1966,1966,ha,1262800.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1967,1967,ha,1266100.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1968,1968,ha,1269600.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1969,1969,ha,1272200.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1970,1970,ha,1305900.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1971,1971,ha,1352700.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1972,1972,ha,1345400.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1973,1973,ha,1349400.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1974,1974,ha,1389200.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1975,1975,ha,1386800.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1976,1976,ha,1385700.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1977,1977,ha,1386300.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1978,1978,ha,1385100.0,X,Unofficial figure,Italy
106,'380,Italy,260,'01450,Olives,5312,Area harvested,1979,1979,ha,1248200.0,X,Unofficial figure,Italy
